A1S6C6EN8MPKC3:3BGYGHDBBY48MVAQ49ZBZC5KN1I22K,RedOnLeft,False
A1SLJKNSNHOJRN:3QIYRE09Y41XMWHN7OXHMHYD7BE1NJ,RedOnLeft,True
A1SVCWSPL677Q4:3DL65MZB8EZDFTE8UMJIDQNVWS7ECN,RedOnLeft,False
A1U7O93JY3WFMU:336YQZE83WYQSWX6WAKTCSMUEZBM5K,RedOnLeft,True
A1VZSFHTU51JP0:3QY5DC2MXS4171V4BOOOPEU1GFSUF3,RedOnLeft,False
A1YM0IWPC72J7V:3X0H8UUIT28N3APVC83OE1YDQLXWSN,RedOnLeft,False
A1Z0O5MC9DAE8C:324G5B4FB4S8CM4IVYCSCFTD1JW07Q,RedOnLeft,True
A1ZHX6QVK82TIP:3N1FSUEFL6K5SJNT5C2GOATM5RM4DH,RedOnLeft,False
A207IHY6GERCFO:3FPRZHYEPZR6444BWJXRKR7NQDAV3V,RedOnLeft,True
A21D5QDKDO65OM:3C6FJU71TRD77SCZGEGCEZ1HMSFYU5,RedOnLeft,False
A22BQTBZLQETW4:3EFE17QCRDP56KU6H9HODYOQBXKHS8,RedOnLeft,False
A22T69YW4WUANF:37TD41K0AITEPCJQVH3N27RAXIYSCI,RedOnLeft,False
A248TO3PTV0K5P:3E4GGUZ1T9B33BEGTF5FZ8RE4X8K2K,RedOnLeft,True
A258MR1IS96JEP:3OUYGIZWR8IXIS8IRK69C1KY2Y8P0Z,RedOnLeft,True
A26K8OELA8ZDI9:3C2NJ6JBKB14BHZJQSXVR08IZFUN2K,RedOnLeft,False
A26NGLGGFTATVN:3X1FV8S5JYB7YGGZRY4B3LWWV11VGS,RedOnLeft,True
A27PVIL93ZMY46:3IFS6Q0HJJ352F5QNRZ9DAP5BAZSIC,RedOnLeft,False
A280D4C3U9BXJE:3IOEN3P9S83PFBBV87B0K6CRCLP169,RedOnLeft,False
A28HYRF3QXFAXL:3TPWUS5F8AL7WT0ZFMDOZWUV4K8WCU,RedOnLeft,False
A28ZPY6D5AS7GZ:3EKVH9QMEZOVP5861YJSVVWOKOKD29,RedOnLeft,True
A2AJ5QFNC9KF43:3ZOTGHDK5JVFY1GTLMCEX7LRNLVOS4,RedOnLeft,False
A2F79GFUWU5O96:3D3VGR7TA1ZEBXNUNZSHJUIK6SGR3O,RedOnLeft,False
A2G30CUMM6UXG5:3YW4XOSQKR5AHM1W4P930CQ7F5A1UA,RedOnLeft,True
A2GTJ0BD4CG1A2:339ANSOTR6M7EWSIIIQ7MOYVTTEKI4,RedOnLeft,False
A2HSCKH5NKN5LP:3ZAZR5XV022BQO54Q9XVY0ODLKFZCM,RedOnLeft,False
A2IG075A0I3O73:3P1L2B7AD29SUOL31DFDLL7WVRNOLQ,RedOnLeft,True
A2IP3ZAFYGV8M9:3HVVDCPGTFCS7FXAG9Q293FF3E8YTE,RedOnLeft,True
A2KPT0PEUEXCC4:3RSDURM96B6QIWFDQE17AHFEZFGEYK,RedOnLeft,True
A2M4GONJ5V2I99:3VNL7UK1XG3M7OGFBJYEKI8ZX3ITFC,RedOnLeft,True
A2MCG5W6LHSRG9:3LJ7UR74RIXEEVE6U6GJKF5GI69N4O,RedOnLeft,False
A2MD4K1YFYBLZN:3QJOXOW4XKBQOFQZ7BDWGMS7RU7MEM,RedOnLeft,False
A2NA2OJT15COZY:3QJOXOW4XKBQOFQZ7BDWGMS7RU7MEM,RedOnLeft,True
A2OXXHGAM7B0Y:3U5NZHP4LSM8TSEEPSDUITJFNQWHP0,RedOnLeft,False
A2RGVPOAYEEC7K:3W8CV64QJ3JN15Y783HXW3J0IMNH9E,RedOnLeft,False
A2S75O867RJG0I:3JMSRU9HQJE9E2K8L3EN3IBKILMVEB,RedOnLeft,False
A2SJC9VRBGNC58:3OSWBBLG1FHWQLB3PN4LLLQKX17XDY,RedOnLeft,False
A2TH9DIRISH8FE:3GM6G9ZBKOHSDY8WX62RF8S8U4UTMJ,RedOnLeft,True
A2UFYUQUSFYC2K:3I33IC7ZWGMXRY5UHOSQ5UOIZLNA24,RedOnLeft,False
A2UHF7UL7G0Y78:3AMW0RGHOEM03O0PSQ87NDGB96CNPU,RedOnLeft,True
A2V9QJ90P9WHXW:3JMSRU9HQJE9E2K8L3EN3IBKILMVEB,RedOnLeft,False
A2WGW5Y3ZFBDEC:3MH9DQ757XW7L1RZM8U67ZUDG8TGUG,RedOnLeft,True
A2WH3GIS2KF8LU:3COPXFW7XCWZVIFMVDGRVLZ7GUHKPZ,RedOnLeft,True
A2WRK1AU4QI81P:3DYGAII7PMSL6LDH8I0OR7BGEHZPQJ,RedOnLeft,False
A2XCSFZKU13WMY:3MMN5BL1W0ONEHA2IRW0XVOA03KM3U,RedOnLeft,True
A2YCMT5BPA0AG9:3570Y55XZQ3O2AB4W9RVAK0QCW4GYE,RedOnLeft,True
A2YKW761AK4ZGY:3MH9DQ757XW7L1RZM8U67ZUDHUSGUO,RedOnLeft,False
A2Z70GL7HTFFQR:3Z9WI9EOZ087I1HYC08MMCXGU37KHU,RedOnLeft,False
A2ZMNDUEA9KNKA:3TXMY6UCAF82CW4D3DEI77C9GHUQCJ,RedOnLeft,True
A30RAYNDOWQ61S:3HVVDCPGTFCS7FXAG9Q293FF3E8YTE,RedOnLeft,True
A318M33K2896OL:3VA45EW49O7F4HHZ83XU16YIXLJ1OY,RedOnLeft,False
A323RBOHUTRW53:3I2PTA7R3UEKVUG1VQVGVQPHLQ3KQQ,RedOnLeft,True
A32QJF67JMJFKX:31LM9EDVOMC4HDXRXD3NQHUZ1QGJN3,RedOnLeft,True
A32UE0WDFAUWBE:3N4BPTXIO9CCNNNICZFL5RM6OB9UK5,RedOnLeft,False
A34SCRE20A7XV5:386CSBG1O06DWFVCTM1FL7KZKXH6Q9,RedOnLeft,True
A353I1D9GT7GNC:3WI0P0II62CCTPPRGOYTW34WX55RDM,RedOnLeft,True
A36J59FFWYQ6AK:30X31N5D64AQWXMSB37WWC1MXJKSAV,RedOnLeft,True
A36LOA6VLJU157:33SA9F9TRYEMTRKDBDJJPKUYPWLWEN,RedOnLeft,False
A36TE52PSYAAD6:3BEFOD78W7D8WDT6I51J70GGE3GM4F,RedOnLeft,True
A38VMTKS30TQZB:3GNCZX450J7TJ560JM3217WBBINPAP,RedOnLeft,True
A3AO2N7BNFDGF3:38F71OA9GUGIUTQV2MX2Y4D73VMMF4,RedOnLeft,True
A3BFMY5OX2WMUW:3YW4XOSQKR5AHM1W4P930CQ7F5A1UA,RedOnLeft,True
A3CSIM8V9IYXM7:34MAJL3QP577ARLWCNW4B17AEEX43J,RedOnLeft,False
A3F0M2W5XC5S62:3K772S5NP9V4W1POGEXJOHKB9J3HEO,RedOnLeft,True
A3FCZNB9E8K3CX:30H4UDGLT32UL6FPGPT7AYRB4C4PMQ,RedOnLeft,True
A3FR7HHX2IS2FG:3LWJHTCVCD69F8ONUF4JFDXCC75FQR,RedOnLeft,True
A3GK9LWMSDH4P9:3NXNZ5RS1BHQ8GSVVUVL5QU658X79N,RedOnLeft,True
A3GPTSDDHJ2DBV:3B1NLC6UG0GUTWJ35MVCXT7E8QJPG9,RedOnLeft,False
A3HOBJ4PJUOCUN:3URFVVM16627CIM4C0IVS6AJR10ZU7,RedOnLeft,False
A3HTLXAPOBCVVO:3TVRFO09GLZFOXZV24294YYP7VSLXS,RedOnLeft,False
A3IS28VQS5T5DE:3YJ6NA41JC04KY94DSGFU6ZU15HJPZ,RedOnLeft,False
A3KX8PBHVFQZ3U:3HRMW88U17ARXPB5Z4EHVXQ3XR0M0Z,RedOnLeft,False
A3NENUY6H263YT:37U1UTWH9W60CUT0ZGNDABQVME8R8G,RedOnLeft,True
A3NSJ6GJC7TZSG:3DL65MZB8EZDFTE8UMJIDQNVWS7ECN,RedOnLeft,True
A3P7AXWF57BHNX:3R5F3LQFV34CZD27GE6MT0IUA0VOZ9,RedOnLeft,False
A3Q92WMGIHEPSD:36DSNE9QZ6IMZYX3YS3056U4R0LJOI,RedOnLeft,False
A3R6WYJJHHL1XA:3SB4CE2TJWFYSE8R5DDJVKIECYAXAW,RedOnLeft,True
A3S1O6HWXTKOSM:37Z929RLGASVBTL1H3YDRHREMTCTSV,RedOnLeft,True
A3SDFAOJW87FGP:33FBRBDW6PJW6S4HHJXILGR9MB8C8U,RedOnLeft,True
A3T8J0PN3DLSTM:3NVC2EB65RJN8YZG1UKBRQBH9FW3Y3,RedOnLeft,True
A3TAJQPYQE1GU4:3EFE17QCRDP56KU6H9HODYOQBXKSHJ,RedOnLeft,False
A3U2UNSYDPS933:34QN5IT0T0BCC091534YQFP8C3208D,RedOnLeft,True
A3U74S280Z4B0:3M68NM076IRD8GAC61QFQXU4FVM6R0,RedOnLeft,True
A4J4GGMKJ68L0:3GS6S824SRHQNXXQ4CM2F7O73MPWNB,RedOnLeft,True
A55CXM7QR7R0N:308Q0PEVB9XNX09RELZIWFKFI3P9IU,RedOnLeft,False
A5EU1AQJNC7F2:3WEV0KO0ONCOU4P4VDYYMD9SIIASDI,RedOnLeft,True
A5YVMQWA2IYPF:3LJ7UR74RIXEEVE6U6GJKF5GI6IN4X,RedOnLeft,True
A6JOC24PSUEEC:34J10VATJGITPZQDVNA4IAA4S34IQ0,RedOnLeft,True
ACNID00UIEL1T:3IO1LGZLKAH7QBVG7SKFZGZZP2P86F,RedOnLeft,True
AD1DGG7ZDRAIT:3N8OEVH1FSA009O0E5V5D2BQQWSOO7,RedOnLeft,True
ADQ5G2XTCJBVY:3VW6495TLKKOO1W4QFD1HK7UIGQYY3,RedOnLeft,True
AEI5USUUPBU2G:3HUTX6F6VV7MT2ZVR7X86P8NO6Q2O2,RedOnLeft,True
AHNIHHEDXCHCN:3R2UR8A0IB0NUI2SFWI1WF2J2Y0OXB,RedOnLeft,True
AKVDY8OXNMQED:3SLE99ER0OXSGJDYC910NGIV2DGBZJ,RedOnLeft,True
AMPMTF5IAAMK8:3X1FV8S5JYB7YGGZRY4B3LWWUF2GV5,RedOnLeft,True
AN9MVFWRCF2OP:3YJ6NA41JC04KY94DSGFU6ZU0I9PJM,RedOnLeft,True
ANDT8L0OMD5K3:3ZAZR5XV022BQO54Q9XVY0ODLMCZCN,RedOnLeft,False
ANN3SQMLKLP4X:3M23Y66PO3RP9VAPLQQKG7Z01X56SO,RedOnLeft,False
AR1IWBDA7MC86:3TY7ZAOG5G4W71B2ES11GKYZ7ZOK00,RedOnLeft,False
AROEBUDI2L9G9:3M68NM076IRD8GAC61QFQXU4GJIR6U,RedOnLeft,True
AS68QSR9OKM0N:38F5OAUN5OWJNMAET6JDI7SUNWZH72,RedOnLeft,False
ATHRWCC5Z0YXC:3RKNTXVS3NI7UCKHL2BEY9LGJZJA40,RedOnLeft,False
AU8YVB738G6C:3NAPMVF0ZXZF8W7WALG6V3MSZ2N72V,RedOnLeft,True
AURYD2FH3FUOQ:3IJXV6UZ1Y3T105D82Z4N0K9P8GRIN,RedOnLeft,False
AUVC78LEL0T6L:3IJXV6UZ1Y3T105D82Z4N0K9OP6IR1,RedOnLeft,False
AVXEDARJC5HLU:3OWEPKL08AWBXIWPW4EQNRPQ988N7H,RedOnLeft,True
AWH1ADU3OJMMK:3G5F9DBFOQHLYCBAB4MTOL8XA1EVHR,RedOnLeft,True
AXJ1PE87PD0KK:354GIDR5ZCQUUB4YAZRJX0JQT5E00E,RedOnLeft,True
AYYSG3O9FNU15:3II4UPYCOKRCHOAR399TRDUR1H6QDJ,RedOnLeft,False
AZGBKAM5JUV5A:37Q970SNZFSU299SFKE3LB8JU8P1SU,RedOnLeft,False
